YBL067C	YOL087C
YPR103W	YGR135W
YPR103W	YGR253C
YPR103W	YFR052W
YGR135W	YER012W
YGR135W	YER094C
YGR135W	YFR052W
YGR135W	YGR253C
YGR253C	YER094C
YGR253C	YFR052W
YER094C	YER012W
YER094C	YFR052W
YER012W	YFR052W
YDR485C	YOL012C
YBR160W	YPL256C
YNL325C	YLR386W
YFR019W	YLR386W
YMR213W	YLR323C
YHL015W	YLR167W
YLR167W	YBL072C
YLR167W	YBR181C
YLR167W	YBR189W
YLR167W	YDL083C
YLR167W	YDR064W
YLR167W	YDR450W
YLR167W	YER074W
YLR167W	YER102W
YLR167W	YGR118W
YLR167W	YIL069C
YLR167W	YKR057W
YLR167W	YML063W
YLR167W	YPR132W
YLR167W	YPL090C
YLR167W	YLR441C
YLR167W	YPL081W
YLR167W	YMR143W
YLR167W	YML026C
YBR247C	YBR181C
YLL011W	YOL010W
YLL011W	YBR247C
YBL072C	YBR247C
YDR064W	YDL014W
YDR064W	YPR144C
YBR247C	YBR048W
YBR247C	YMR143W
YBR247C	YDL014W
YBR247C	YDR025W
YBR247C	YPL090C
YBR247C	YLR441C
YBR247C	YER102W
YBR247C	YDR324C
YBR247C	YBR189W
YBR247C	YML063W
YOL010W	YDR324C
YBL004W	YLR197W
YBL004W	YLL011W
YBL004W	YDR324C
YBL004W	YDL014W
YLR197W	YCL059C
YLR197W	YGR090W
YLR197W	YJR002W
YLR197W	YLR222C
YLR197W	YML093W
YLR197W	YCR057C
YLR197W	YER082C
YJL109C	YLL011W
YJL109C	YGR090W
YOR310C	YGR090W
YLL011W	YCR057C
YLL011W	YDL148C
YLL011W	YDR398W
YLL011W	YKL099C
YLL011W	YMR229C
YLL011W	YLR222C
YLL011W	YML093W
YLL011W	YCL059C
YLL011W	YJR002W
YLL011W	YPR144C
YLL011W	YDR324C
YLL011W	YDR449C
YLR129W	YGR090W
YLR129W	YDR324C
YDL014W	YCR057C
YDL014W	YMR093W
YDL014W	YLR222C
YDL014W	YDL148C
YDL014W	YGR090W
YDL014W	YLR186W
YDL014W	YJL069C
YDL014W	YDR398W
YDL014W	YKL099C
YDL014W	YCL059C
YDL014W	YCR031C
YDL014W	YER082C
YCR031C	YCL059C
YLR186W	YDR324C
YLR186W	YGR090W
YGR090W	YDL153C
YGR090W	YDR324C
YGR090W	YDR339C
YGR090W	YDR398W
YGR090W	YER082C
YGR090W	YLR222C
YGR090W	YMR229C
YGR090W	YCR057C
YGR090W	YPL126W
YGR090W	YPR144C
YCL059C	YDR324C
YCL059C	YMR093W
YCL059C	YJL191W
YCL059C	YPL126W
YLR222C	YDR324C
YPR144C	YDR324C
YPR144C	YDR398W
YPR144C	YEL026W
YPR144C	YMR093W
YPR144C	YPL126W
YCR057C	YDR324C
YCR057C	YDR398W
YDR449C	YDR324C
YDL148C	YDR324C
YKL099C	YDR398W
YKL099C	YDR324C
YMR229C	YDR324C
YDR324C	YML093W
YDR324C	YEL026W
YDR324C	YJL069C
YDR324C	YER082C
YDR324C	YDL153C
YDR398W	YJL069C
YMR093W	YER082C
YMR093W	YJL069C
YEL026W	YJR002W
YJR002W	YPL126W
YML093W	YMR128W
YER082C	YPL126W
YLR197W	YLL011W
YOR310C	YLL011W
YLL011W	YDL014W
YLR197W	YEL026W
YLR197W	YOR310C
YOR310C	YDL014W
YOR310C	YEL026W
YDL014W	YEL026W
YOR145C	YOR056C
YBR247C	YOR056C
YJL109C	YDR064W
YDR064W	YBR247C
YBR247C	YPL081W
YBR247C	YCR031C
YMR229C	YPL126W
YBR247C	YMR093W
YLR222C	YMR093W
YCR057C	YPL126W
YCR057C	YMR093W
YDR449C	YPL126W
YDR449C	YMR093W
YPL126W	YOR078W
YHL015W	YBL072C
YHL015W	YBR048W
YHL015W	YBR181C
YHL015W	YBR189W
YHL015W	YCR031C
YHL015W	YDL083C
YHL015W	YDR025W
YHL015W	YDR064W
YHL015W	YDR450W
YHL015W	YER074W
YHL015W	YER102W
YHL015W	YGR118W
YHL015W	YGR214W
YHL015W	YIL069C
YHL015W	YLR441C
YHL015W	YPL090C
YHL015W	YPR132W
YHL015W	YML026C
YHL015W	YKL156W
YHL015W	YJL191W
YHL015W	YML063W
YHL015W	YPL081W
YHL015W	YLR048W
YHL015W	YKR057W
YHL015W	YMR143W
YBL072C	YDR064W
YBL072C	YBR181C
YBL072C	YJL191W
YBL072C	YPL081W
YBL072C	YDR025W
YBL072C	YPL090C
YBL072C	YBR048W
YBL072C	YCR031C
YBL072C	YBR189W
YBL072C	YML026C
YBL072C	YKL156W
YBL072C	YDL083C
YBL072C	YGR214W
YBL072C	YDR450W
YBL072C	YML063W
YBL072C	YIL069C
YBL072C	YKR057W
YBL072C	YLR048W
YBL072C	YMR143W
YBL072C	YGR118W
YBL072C	YPR132W
YBL072C	YER074W
YBL072C	YLR441C
YDR064W	YBR048W
YDR064W	YBR181C
YDR064W	YBR189W
YDR064W	YCR031C
YDR064W	YDL083C
YDR064W	YDR025W
YDR064W	YMR143W
YDR064W	YGR118W
YDR064W	YDR450W
YDR064W	YPL081W
YDR064W	YML063W
YDR064W	YKR057W
YDR064W	YLR048W
YDR064W	YER102W
YDR064W	YJL191W
YDR064W	YGR214W
YDR064W	YML026C
YDR064W	YKL156W
YDR064W	YPR132W
YDR064W	YLR441C
YDR064W	YER074W
YDR064W	YPL090C
YDR064W	YIL069C
YBR048W	YER102W
YBR048W	YLR441C
YBR048W	YPL090C
YBR048W	YER074W
YBR048W	YPR132W
YBR048W	YIL069C
YBR048W	YBR189W
YBR048W	YDR450W
YBR048W	YPL081W
YBR048W	YML063W
YBR048W	YKR057W
YBR048W	YMR143W
YBR048W	YGR118W
YBR048W	YML026C
YBR048W	YBR181C
YBR048W	YDL083C
YBR181C	YGR118W
YBR181C	YPL081W
YBR181C	YBR189W
YBR181C	YIL069C
YBR181C	YPR132W
YBR181C	YER074W
YBR181C	YER102W
YBR181C	YML063W
YBR181C	YDR450W
YBR181C	YLR048W
YBR181C	YKR057W
YBR181C	YDR025W
YBR181C	YCR031C
YBR181C	YLR441C
YBR181C	YDL083C
YBR181C	YGR214W
YBR181C	YJL191W
YBR181C	YML026C
YBR181C	YKL156W
YBR181C	YMR143W
YBR189W	YER102W
YBR189W	YPL090C
YBR189W	YJL191W
YBR189W	YDL083C
YBR189W	YCR031C
YBR189W	YIL069C
YBR189W	YER074W
YBR189W	YKR057W
YBR189W	YDR025W
YBR189W	YLR048W
YBR189W	YDR450W
YBR189W	YML063W
YBR189W	YHR021C
YBR189W	YMR143W
YBR189W	YKL156W
YBR189W	YML026C
YMR143W	YCR031C
YMR143W	YDR025W
YMR143W	YDR450W
YMR143W	YER074W
YMR143W	YER102W
YMR143W	YGR118W
YMR143W	YGR214W
YMR143W	YHR021C
YMR143W	YIL069C
YMR143W	YJL191W
YMR143W	YKL156W
YMR143W	YKR057W
YMR143W	YLR048W
YMR143W	YLR441C
YMR143W	YML026C
YMR143W	YML063W
YMR143W	YPR132W
YMR143W	YPL090C
YMR143W	YPL081W
YDR025W	YER102W
YDR025W	YDL083C
YDR025W	YIL069C
YDR025W	YPL090C
YDR025W	YER074W
YDR025W	YLR441C
YDR025W	YPR132W
YDR025W	YML026C
YDR025W	YKR057W
YDR025W	YPL081W
YDR025W	YDR450W
YDR025W	YML063W
YDR025W	YGR118W
YPL090C	YER074W
YPL090C	YER102W
YPL090C	YGR118W
YPL090C	YIL069C
YPL090C	YPL081W
YPL090C	YPR132W
YPL090C	YCR031C
YPL090C	YDL083C
YPL090C	YDR450W
YPL090C	YGR214W
YPL090C	YJL191W
YPL090C	YKL156W
YPL090C	YKR057W
YPL090C	YLR048W
YPL090C	YLR441C
YPL090C	YML026C
YPL090C	YML063W
YLR441C	YCR031C
YLR441C	YDL083C
YLR441C	YDR450W
YLR441C	YER074W
YLR441C	YER102W
YLR441C	YGR118W
YLR441C	YGR214W
YLR441C	YIL069C
YLR441C	YJL191W
YLR441C	YKL156W
YLR441C	YKR057W
YLR441C	YML026C
YLR441C	YPL081W
YLR441C	YPR132W
YPL081W	YER102W
YPL081W	YCR031C
YPL081W	YDL083C
YPL081W	YDR450W
YPL081W	YER074W
YPL081W	YGR118W
YPL081W	YGR214W
YPL081W	YIL069C
YPL081W	YJL191W
YPL081W	YKL156W
YPL081W	YKR057W
YPL081W	YML026C
YPL081W	YPR132W
YCR031C	YER102W
YCR031C	YIL069C
YCR031C	YGR118W
YCR031C	YDR450W
YCR031C	YML063W
YCR031C	YKR057W
YCR031C	YDL083C
YCR031C	YML026C
YCR031C	YPR132W
YCR031C	YER074W
YER102W	YJL191W
YER102W	YDL083C
YER102W	YDR450W
YER102W	YER074W
YER102W	YKR057W
YER102W	YLR048W
YER102W	YML063W
YER102W	YGR118W
YER102W	YKL156W
YER102W	YML026C
YER102W	YGR214W
YER102W	YPR132W
YER102W	YIL069C
YDL083C	YKL156W
YDL083C	YML026C
YDL083C	YGR214W
YDL083C	YJL191W
YDL083C	YLR048W
YDL083C	YKR057W
YDL083C	YML063W
YDL083C	YDR450W
YDL083C	YGR118W
YDL083C	YHR021C
YDL083C	YIL069C
YDL083C	YER074W
YDL083C	YPR132W
YGR118W	YDR450W
YGR118W	YER074W
YGR118W	YML026C
YGR118W	YKL156W
YGR118W	YJL191W
YGR118W	YGR214W
YGR118W	YML063W
YGR118W	YLR048W
YGR118W	YKR057W
YGR118W	YHR021C
YGR118W	YIL069C
YDR450W	YIL069C
YDR450W	YPR132W
YDR450W	YER074W
YDR450W	YJL191W
YDR450W	YKL156W
YDR450W	YML063W
YML063W	YER074W
YML063W	YIL069C
YML063W	YJL191W
YML063W	YKL156W
YML063W	YKR057W
YML063W	YLR048W
YML063W	YML026C
YML063W	YPR132W
YKR057W	YER074W
YKR057W	YIL069C
YKR057W	YJL191W
YKR057W	YKL156W
YKR057W	YPR132W
YLR048W	YER074W
YLR048W	YIL069C
YLR048W	YPR132W
YJL191W	YER074W
YJL191W	YIL069C
YJL191W	YPR132W
YJL191W	YML026C
YGR214W	YER074W
YGR214W	YPR132W
YGR214W	YIL069C
YML026C	YER074W
YML026C	YIL069C
YML026C	YKL156W
YML026C	YPR132W
YKL156W	YER074W
YKL156W	YIL069C
YKL156W	YPR132W
YPR132W	YER074W
YPR132W	YHR021C
YPR132W	YIL069C
YNL189W	YGL097W
YDR168W	YPL240C
YGL206C	YGR167W
YPL240C	YDR214W
YPL240C	YOR027W
YMR186W	YOR027W
YPR135W	YNL102W
YPR135W	YDR013W
YPR135W	YDR489W
YPR135W	YJL072C
YBL023C	YDR489W
YBL023C	YDR013W
YBL023C	YOL146W
YBL023C	YJL072C
YPR019W	YDR013W
YPR019W	YDR489W
YPR019W	YJL072C
YPR019W	YOL146W
YDR489W	YBR202W
YDR489W	YGL201C
YDR489W	YEL032W
YDR489W	YLR103C
YDR489W	YLR274W
YDR013W	YBR202W
YDR013W	YLR274W
YDR013W	YGL201C
YDR013W	YLR103C
YDR013W	YEL032W
YLR103C	YJL072C
YLR103C	YOL146W
YGL201C	YJL072C
YGL201C	YOL146W
YOL146W	YBR202W
YOL146W	YEL032W
YOL146W	YLR274W
YLR274W	YJL072C
YBR202W	YJL072C
YEL032W	YJL072C
YDR489W	YDR013W
YDR489W	YJL072C
YDR489W	YOL146W
YDR013W	YJL072C
YDR013W	YOL146W
YOL146W	YJL072C
YBL023C	YPR135W
YPR019W	YPR135W
YPR135W	YLR103C
YPR135W	YBR202W
YPR135W	YEL032W
YPR135W	YLR274W
YPR135W	YGL201C
YLR197W	YLR175W
YLR197W	YDL014W
YLR197W	YPR137W
YDL014W	YPR137W
YPL024W	YMR190C
YPR016C	YLR074C
YPL093W	YLR074C
YER126C	YPL093W
YER126C	YGR103W
YER126C	YLR009W
YER126C	YNL110C
YGR103W	YKR081C
YMR049C	YGL111W
YOR272W	YGL111W
YCL054W	YNL110C
YGL111W	YHR088W
YOL127W	YDR101C
YOR063W	YDR101C
YDR101C	YHR170W
YDR101C	YBR267W
YGR103W	YMR049C
YGR103W	YOR272W
YMR049C	YOR272W
YBL058W	YDL126C
YDL132W	YLR306W
YLR306W	YOL133W
YHR165C	YGR278W
YHR165C	YPL151C
YMR213W	YPR094W
YDR364C	YBR065C
YDR364C	YCR063W
YDR364C	YPL213W
YDR364C	YFL017W-A
YDR364C	YPL151C
YDR364C	YER029C
YDR364C	YDR163W
YLR275W	YPL151C
YGL120C	YNL224C
YER029C	YDR163W
YDL030W	YMR213W
YJL203W	YMR213W
YDL043C	YMR213W
YMR213W	YMR240C
YGR129W	YFL017W-A
YGR129W	YPL213W
YGR129W	YOR159C
YER029C	YCR063W
YHR165C	YCR063W
YOR159C	YCR063W
YLR147C	YCR063W
YLR275W	YCR063W
YBR055C	YDL030W
YBR055C	YJL203W
YBR055C	YDL043C
YBR055C	YML049C
YBR055C	YMR288W
YBR055C	YOR319W
YBR055C	YMR240C
YFL017W-A	YCR063W
YMR213W	YPL151C
YBL026W	YDL098C
YBL026W	YDR473C
YBL026W	YPR178W
YBL026W	YBR055C
YDL098C	YER112W
YDL098C	YDR378C
YDL098C	YLR438C-A
YDL098C	YNL147W
YDL098C	YLR147C
YDL098C	YDR473C
YDL098C	YPR178W
YDR473C	YBR055C
YDR473C	YDR378C
YDR473C	YPR082C
YDR473C	YER146W
YDR473C	YPR178W
YDR473C	YOR159C
YDR473C	YHR165C
YDR473C	YEL026W
YDR473C	YPR182W
YDR473C	YFL017W-A
YDR473C	YLR275W
YDR473C	YER112W
YDR473C	YER029C
YER029C	YBR055C
YER029C	YPR178W
YPR182W	YBR055C
YPR182W	YPR178W
YHR165C	YBR055C
YHR165C	YPR178W
YOR159C	YBR055C
YOR159C	YPR178W
YLR147C	YPR178W
YNL147W	YPR178W
YPR178W	YBR055C
YPR178W	YDR378C
YPR178W	YEL026W
YPR178W	YER112W
YPR178W	YER146W
YPR178W	YFL017W-A
YPR178W	YLR275W
YLR275W	YBR055C
YLR438C-A	YBR055C
YBR055C	YPR082C
YBR055C	YGR074W
YBR055C	YFL017W-A
YBR055C	YER112W
YBR055C	YOR308C
YBR055C	YER146W
YBR055C	YEL026W
YPR182W	YPR082C
YLR147C	YPR082C
YPR082C	YFL017W-A
YJL203W	YNL138W-A
YDL043C	YCR063W
YCR063W	YIR009W
YCR063W	YMR288W
YCR063W	YPL213W
YCR063W	YMR240C
YIR009W	YNL138W-A
YIR009W	YPR094W
YPL213W	YNL138W-A
YPL213W	YPR094W
YOR319W	YNL138W-A
YOR319W	YPR094W
YGL120C	YHR165C
YGL120C	YMR213W
YER029C	YIR009W
YPR182W	YMR288W
YPR182W	YIR009W
YOR159C	YIR009W
YOR159C	YML049C
YOR159C	YMR288W
YLR147C	YDL030W
YLR147C	YDL043C
YLR147C	YIR009W
YLR147C	YJL203W
YLR147C	YML049C
YLR147C	YMR240C
YLR275W	YIR009W
YLR275W	YML049C
YLR275W	YMR288W
YDL030W	YGR074W
YDL030W	YLR298C
YGR074W	YJL203W
YGR074W	YIR009W
YGR074W	YML049C
YDL043C	YLR298C
YFL017W-A	YML049C
YFL017W-A	YIR009W
YFL017W-A	YMR288W
YIR009W	YLR298C
YMR288W	YOR308C
YPL213W	YLR298C
YPL213W	YIL061C
YBL026W	YHR165C
YBL026W	YLR147C
YBL026W	YJL124C
YJR022W	YLR147C
YJR022W	YGR074W
YHR165C	YDR378C
YHR165C	YER146W
YLR147C	YNL147W
YLR147C	YLR438C-A
YLR147C	YEL026W
YLR147C	YER146W
YNL147W	YJL124C
YLR438C-A	YJL124C
YJL124C	YER112W
YJL124C	YDR378C
YJL124C	YER146W
YER029C	YIL061C
YER029C	YLR298C
YPR182W	YIL061C
YPR182W	YLR298C
YOR159C	YIL061C
YOR159C	YLR298C
YLR275W	YIL061C
YLR275W	YLR298C
YFL017W-A	YLR298C
YFL017W-A	YIL061C
YIL061C	YGR013W
YIL061C	YKL012W
YGR013W	YDL087C
YKL012W	YDL087C
YER029C	YGR074W
YER029C	YLR147C
YER029C	YER112W
YPR182W	YER112W
YPR182W	YGR074W
YPR182W	YLR147C
YOR159C	YER112W
YOR159C	YGR074W
YOR159C	YLR147C
YLR147C	YFL017W-A
YLR147C	YLR275W
YLR147C	YER112W
YLR275W	YER112W
YLR275W	YGR074W
YGR074W	YFL017W-A
YDL030W	YIR009W
YDL030W	YMR288W
YDL030W	YML049C
YJL203W	YIR009W
YJL203W	YML049C
YJL203W	YMR288W
YDL043C	YIR009W
YIR009W	YMR240C
YIR009W	YOR319W
YIR009W	YPL213W
YIR009W	YMR288W
YMR288W	YOR319W
YMR288W	YNL286W
YMR288W	YPL213W
YML049C	YOR319W
YBL026W	YER112W
YJR022W	YER112W
YNL147W	YER112W
YLR438C-A	YER112W
YER112W	YER146W
YER112W	YDR378C
YDR378C	YMR268C
YER029C	YDL043C
YER029C	YDL030W
YER029C	YOR319W
YPR182W	YPL213W
YPR182W	YDL030W
YOR159C	YDL030W
YOR159C	YDL043C
YOR159C	YJL203W
YOR159C	YMR240C
YLR275W	YDL030W
YLR275W	YDL043C
YLR275W	YJL203W
YLR275W	YMR240C
YDL030W	YFL017W-A
YJL203W	YFL017W-A
YDL043C	YFL017W-A
YFL017W-A	YMR240C
YFL017W-A	YOR319W
YBL026W	YER029C
YBL026W	YPR182W
YBL026W	YOR159C
YBL026W	YLR275W
YER029C	YJR022W
YER029C	YLR438C-A
YJR022W	YPR182W
YJR022W	YLR275W
YPR182W	YDR378C
YPR182W	YER146W
YPR182W	YLR438C-A
YPR182W	YNL147W
YOR159C	YDR378C
YOR159C	YER146W
YOR159C	YLR438C-A
YOR159C	YNL147W
YOR159C	YOR308C
YNL147W	YLR275W
YLR275W	YDR378C
YLR275W	YER146W
YLR275W	YLR438C-A
YLR438C-A	YEL026W
YLR438C-A	YFL017W-A
YEL026W	YER146W
YEL026W	YOR308C
YER146W	YOR308C
YGR013W	YKL012W
YER029C	YLR275W
YER029C	YFL017W-A
YER029C	YOR159C
YER029C	YPR182W
YPR182W	YFL017W-A
YPR182W	YLR275W
YPR182W	YOR159C
YOR159C	YFL017W-A
YOR159C	YLR275W
YLR275W	YFL017W-A
YDL030W	YDL043C
YDL030W	YJL203W
YDL030W	YMR240C
YJL203W	YDL043C
YJL203W	YOR319W
YJL203W	YMR240C
YDL043C	YOR319W
YPL213W	YMR240C
YOR319W	YMR240C
YBL026W	YJR022W
YBL026W	YNL147W
YBL026W	YLR438C-A
YBL026W	YER146W
YJR022W	YDR378C
YJR022W	YER146W
YJR022W	YNL147W
YNL147W	YER146W
YNL147W	YDR378C
YLR438C-A	YDR378C
YLR438C-A	YER146W
YDR378C	YER146W
YLR147C	YMR288W
YGR074W	YMR288W
YLR147C	YIL061C
YLR147C	YLR298C
YGR074W	YIL061C
YGR074W	YLR298C
YLR298C	YIL061C
YIL061C	YDL087C
YLR147C	YGR074W
YMR125W	YPL178W
YIR009W	YIL061C
YER112W	YMR268C
YKL074C	YLR116W
YGR129W	YMR213W
YMR213W	YJR050W
YGR129W	YJR050W
YJR050W	YDL209C
YIR009W	YML049C
YPL042C	YNL025C
YDR397C	YER159C
YJR068W	YER173W
YKR081C	YOR294W
YDR190C	YGR002C
YDR190C	YDR485C
YGR002C	YPL235W
YBR289W	YNR023W
YJL176C	YNR023W
YOR290C	YNR023W
YNR023W	YPR034W
YFL039C	YDR334W
YDR190C	YDR334W
YPL235W	YDR334W
YBR245C	YFR013W
YDR190C	YLR085C
YLR085C	YPL235W
YDR190C	YNL059C
YDR190C	YGL150C
YDR190C	YJL081C
YNL059C	YGL150C
YNL059C	YPL235W
YPL235W	YGL150C
YDR190C	YPL235W
YGL103W	YLR009W
YOL127W	YLR009W
YPR016C	YOR063W
YPR016C	YLR075W
YOR063W	YNL002C
YLR009W	YHR170W
YPR016C	YLR009W
YPL093W	YLR009W
YDR060W	YOR206W
YGL103W	YPR016C
YOL127W	YPR016C
YGL103W	YNL002C
YOL127W	YNL002C
YPL131W	YNL002C
YLR340W	YBR048W
YLR340W	YCR031C
YLR340W	YDR025W
YLR340W	YGR214W
YGL103W	YDR418W
YGL103W	YLR340W
YGL103W	YOR063W
YGL103W	YLR075W
YGL103W	YOL127W
YGL103W	YPL131W
YGL103W	YLR325C
YGL103W	YLR448W
YGL103W	YNL067W
YOL127W	YLR325C
YOL127W	YNL067W
YOR063W	YLR325C
YOR063W	YNL067W
YLR340W	YLR325C
YLR340W	YNL067W
YLR325C	YLR075W
YLR325C	YPL131W
YLR325C	YNL067W
YLR325C	YLR448W
YPL131W	YNL067W
YLR075W	YNL067W
YDR363W-A	YOL072W
YDL207W	YIL115C
YDL207W	YDR192C
YIL115C	YOR046C
YBR111W-A	YDR159W
YGL174W	YIR005W
YGL174W	YLR016C
YIR005W	YLR016C
YLR119W	YGR206W
YDR381W	YPL169C
YAL034W-A	YPL233W
YDR318W	YGR179C
YDR318W	YPL018W
YMR224C	YBL088C
YLR293C	YLR347C
YCR060W	YHR034C
YDL143W	YJL111W
YDL143W	YDR212W
YDL143W	YJL008C
YDL143W	YIL142W
YDL143W	YJR064W
YDL143W	YJL014W
YDL143W	YDR188W
YJL111W	YDR188W
YJL111W	YDR212W
YJL111W	YIL142W
YJL111W	YJL008C
YJL111W	YJL014W
YJL111W	YJR064W
YDR212W	YDR188W
YDR212W	YJL014W
YDR212W	YJL008C
YDR212W	YIL142W
YDR212W	YJR064W
YJL008C	YDR188W
YJL008C	YIL142W
YJL008C	YJR064W
YJL008C	YJL014W
YIL142W	YDR188W
YIL142W	YJR064W
YIL142W	YJL014W
YJR064W	YDR188W
YJR064W	YJL014W
YJL014W	YDR188W
YJL115W	YBL023C
YJL001W	YER012W
YJL001W	YGR253C
YGR253C	YER012W
YKL210W	YLL039C
YKL210W	YBR082C
YDR054C	YKL210W
YDL132W	YLR128W
YPL232W	YBL050W
YBR009C	YEL056W
YBL002W	YBL003C
YBL002W	YDR225W
YBL002W	YBR009C
YBL002W	YNL031C
YBL002W	YBR010W
YBL002W	YNL030W
YBL003C	YBR010W
YBL003C	YBR009C
YBL003C	YDR224C
YBL003C	YNL031C
YBL003C	YNL030W
YDR225W	YBR009C
YDR225W	YNL030W
YBR010W	YBR009C
YBR010W	YNL030W
YBR010W	YDR224C
YBR009C	YNL031C
YBR009C	YDR224C
YDR224C	YNL031C
YNL031C	YNL030W
YGL043W	YML010W
YKL160W	YGR063C
YML010W	YGR116W
YGR116W	YPR133C
YGR116W	YGR063C
YDR495C	YMR231W
YDR495C	YLR148W
YGL066W	YPL047W
YBL037W	YOL062C
YBL037W	YJR005W
YOL062C	YJR005W
YOR065W	YBL045C
YDL126C	YGR048W
YDR404C	YPR086W
YDR404C	YGR005C
YDR404C	YGL043W
YGL043W	YGL070C
YGL043W	YJL140W
YGR186W	YJL140W
YGL070C	YJL140W
YPR086W	YGL043W
YBR097W	YLR240W
YGR005C	YPR086W
YGR186W	YPR086W
YPR086W	YER148W
YPR086W	YKL028W
YPR086W	YKR062W
YPR086W	YOR194C
YGR005C	YKR062W
YGR005C	YKL028W
YGR005C	YIL143C
YGR186W	YKL028W
YGR186W	YKR062W
YER148W	YOR194C
YER148W	YKL058W
YER148W	YIL143C
YKL028W	YPL122C
YKL028W	YIL143C
YIL143C	YKR062W
YDL108W	YIL143C
YPR025C	YDR079C-A
YPR025C	YIL143C
YGR005C	YGR186W
YGR005C	YPL129W
YGR186W	YPL129W
YDL108W	YDR460W
YKL028W	YKR062W
YOR194C	YKL058W
YDL108W	YPR025C
YLR240W	YPL120W
YDR311W	YGR258C
YLR192C	YDR091C
YMR309C	YDR091C
YER165W	YOL139C
YER165W	YGL049C
YDR460W	YDR079C-A
YDR079C-A	YER171W
YDR079C-A	YIL143C
YDR079C-A	YPL122C
YDR079C-A	YDR311W
YDR079C-A	YLR005W
YDR460W	YER171W
YIL143C	YPL122C
YNL244C	YDR429C
YJR007W	YDR211W
YJR007W	YGR083C
YJR007W	YLR291C
YJR007W	YKR026C
YDR429C	YPL237W
YDR429C	YPR041W
YPL237W	YDR211W
YPL237W	YKR026C
YMR309C	YMR260C
YNL244C	YMR260C
YAL035W	YMR260C
YBR079C	YMR260C
YJR007W	YMR260C
YOL139C	YPR163C
YBR079C	YLR192C
YBR079C	YDR429C
YLR192C	YDR429C
YLR192C	YMR146C
YLR192C	YMR309C
YLR192C	YOR361C
YMR309C	YDR429C
YMR146C	YDR429C
YDR429C	YOR361C
YBR079C	YMR309C
YBR079C	YJR007W
YBR079C	YNL244C
YBR079C	YMR146C
YBR079C	YOR361C
YBR079C	YPL237W
YBR079C	YPR041W
YMR309C	YMR146C
YMR309C	YOR361C
YMR309C	YNL244C
YMR309C	YPL237W
YMR309C	YPR041W
YJR007W	YNL244C
YJR007W	YOR361C
YNL244C	YOR361C
YNL244C	YPL237W
YNL244C	YMR146C
YMR146C	YOR361C
YOR361C	YPL237W
YOL139C	YGL049C
YOL139C	YGR162W
YOL139C	YKR059W
YGR162W	YKR059W
YGR162W	YJL138C
YJR007W	YPR041W
YJR007W	YPL237W
YPL237W	YPR041W
YDR225W	YBR010W
YDR225W	YNL031C
YGL208W	YGL115W
YOR115C	YDR108W
YGL200C	YML012W
YDL145C	YIL076W
YIL076W	YFR051C
YIL076W	YDR238C
YDR472W	YOR115C
YKR068C	YOR115C
YML077W	YOR115C
YBR254C	YDR246W
YBR254C	YDR472W
YBR254C	YML077W
YBR254C	YKR068C
YDR246W	YDR472W
YDR246W	YKR068C
YDR246W	YML077W
YDR472W	YML077W
YDR472W	YKR068C
YDR472W	YMR218C
YKR068C	YML077W
YGR262C	YKR038C
YGR262C	YML036W
YKR038C	YML036W
YHR099W	YGR002C
YGR002C	YNL136W
YPR023C	YNL136W
YHR099W	YCL010C
YDR176W	YCL010C
YCL010C	YGR252W
YBR081C	YMR223W
YBR081C	YHR099W
YDR392W	YGL066W
YDR392W	YHR099W
YDR392W	YMR223W
YGL066W	YBR198C
YGL066W	YDR145W
YGL066W	YDR167W
YGL066W	YOL148C
YGL066W	YPL254W
YPL254W	YBR198C
YPL254W	YDR145W
YPL254W	YDR167W
YPL254W	YGL112C
YPL254W	YHR099W
YPL254W	YMR236W
YPL254W	YMR223W
YMR236W	YHR099W
YDR145W	YHR099W
YMR223W	YOL148C
YDR167W	YHR099W
YGL112C	YHR099W
YHR099W	YBR198C
YHR099W	YOL148C
YGL066W	YMR223W
YMR223W	YGR252W
YMR223W	YHR099W
YCR093W	YDL160C
YGL066W	YMR236W
YGL066W	YGL112C
YFL005W	YNL272C
YDR392W	YBR198C
YDR392W	YGL112C
YMR236W	YDR176W
YMR236W	YOL148C
YDR145W	YOL148C
YDR145W	YDR176W
YDR167W	YDR176W
YDR167W	YOL148C
YGL112C	YOL148C
YBR198C	YOL148C
YBR081C	YMR236W
YBR081C	YDR167W
YBR081C	YGL112C
YBR081C	YBR198C
YBR081C	YDR392W
YBR081C	YDR176W
YBR081C	YOL148C
YDR392W	YDR176W
YDR392W	YOL148C
YDR392W	YPL254W
YDR392W	YGR252W
YPL254W	YDR176W
YPL254W	YOL148C
YDR176W	YOL148C
YHR099W	YFL024C
YHR099W	YJL081C
YHR099W	YOR244W
YFL024C	YJR082C
YOR244W	YJR082C
YHR090C	YJR082C
YFL024C	YOR244W
YFL024C	YHR090C
YOR244W	YHR090C
YBL052C	YPR031W
YGL066W	YDR176W
YGL066W	YHR099W
YGL066W	YGR252W
YHR099W	YDR448W
YHR099W	YGR252W
YHR099W	YDR176W
YDR176W	YGR252W
YDR176W	YDR448W
YBR081C	YPL254W
YGR252W	YDR448W
YBR081C	YDR145W
YFL039C	YJL081C
YBR081C	YGL066W
YBR107C	YDR254W
YOR310C	YBR247C
YBR247C	YCL059C
YBR247C	YOL010W
YBR247C	YER082C
